CATEGORY,FOOD ITEM,QUANTITY,UNIT,PROTEIN,NET CARBS,DIETARY FIBRE,TOTAL SUGARS,FATS,CALORIES,unit_category,Protein_Level,Carbs_Level,Fats_Level,Refined_Cluster_Description,Cluster_Number,Reverse_Cluster_Number
SPREADS,"Spread, yeast, marmite",100,G,13.3,16.6,11.8,11.8,0.9,151.3,Base Units,High,High,Low,"High, High, Low",91,33
SPREADS,"Spread, yeast, vegemite",100,G,24.4,10.9,6.5,1.6,0.9,162.3,Base Units,Very High,Medium,Low,"Very High, Medium, Low",111,13
SQUASH,"Squash, button, fresh, raw",100,G,2.7,3.2,0.5,2.9,0.2,26.4,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
SQUASH,"Squash, button, fresh, boiled, drained",100,G,3.2,3.8,0.6,3.4,0.2,31.0,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
SQUASH,"Squash, scallopini, fresh, raw",100,G,2.2,2.1,0.5,2.0,0.2,20.0,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
SQUASH,"Squash, scallopini, fresh, boiled, drained",100,G,2.6,2.5,0.6,2.4,0.2,23.4,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
STALK VEGETABLES,"Celery, fresh, raw",100,G,0.6,2.2,1.4,1.2,0.1,14.9,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
STALK VEGETABLES,"Celery, fresh, fried, no added fat",100,G,0.7,2.7,1.8,1.5,0.1,18.1,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
STONE FRUIT,"Apricot, raw",100,G,0.2,7.7,1.5,7.6,0.4,38.2,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
STONE FRUIT,"Apricot, canned in pear juice",100,G,0.8,9.6,1.8,8.2,0.0,45.2,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
STONE FRUIT,"Apricot, canned in pear juice, drained",100,G,1.0,8.9,3.1,7.8,0.0,45.8,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
STONE FRUIT,"Apricot, canned in pear juice, juice only",100,G,0.5,10.5,0.0,8.7,0.0,44.0,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
STONE FRUIT,"Cherry, raw",100,G,0.8,12.9,1.5,10.9,0.2,59.6,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
STONE FRUIT,"Cherry, black, canned in syrup",100,G,0.7,17.0,0.9,15.8,0.0,72.6,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
STONE FRUIT,"Cherry, black, canned in syrup, syrup only",100,G,0.5,17.1,0.0,16.0,0.0,70.4,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
STONE FRUIT,"Cranberry, raw",100,G,0.5,4.3,3.6,4.3,0.1,27.3,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
STONE FRUIT,"Nectarine, yellow, unpeeled, raw",100,G,0.8,9.0,1.6,9.0,0.0,42.4,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
STONE FRUIT,"Peach, yellow, unpeeled, raw",100,G,0.7,8.7,1.6,8.1,0.0,40.8,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
STONE FRUIT,"Peach, canned in pear juice",100,G,0.6,9.5,1.3,8.3,0.0,43.0,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
STONE FRUIT,"Peach, canned in pear juice, drained",100,G,0.8,9.4,2.0,8.2,0.1,45.7,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
STONE FRUIT,"Peach, canned in pear juice, juice only",100,G,0.4,9.6,0.3,8.5,0.0,40.6,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
STONE FRUIT,"Plum, unpeeled, raw",100,G,0.6,7.1,2.0,6.5,0.1,35.7,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
STONE FRUIT,"Plum, dark, canned in syrup",100,G,0.4,21.6,1.0,21.1,0.0,90.0,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
STONE FRUIT,"Plum, dark, canned in syrup, drained",100,G,0.5,21.8,2.0,21.0,0.1,94.1,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
STONE FRUIT,"Plum, dark, canned in syrup, syrup only",100,G,0.3,21.3,0.0,21.2,0.0,86.4,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
SUGAR,"Sugar, brown",100,G,0.2,96.8,0.0,96.8,0.0,388.0,Base Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
SUGAR,"Sugar, raw",100,G,0.0,99.8,0.0,99.8,0.0,399.2,Base Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
SUGAR,"Sugar, white, granulated or lump",100,G,0.0,100.0,0.0,100.0,0.0,400.0,Base Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
SUGAR,"Sugar, white, icing",100,G,0.0,100.0,0.0,100.0,0.0,400.0,Base Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
SUGAR,"Sugar, white, icing mixture",100,G,0.0,99.6,0.0,95.6,0.0,398.4,Base Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
SUGAR BASED DESSERT,"Jelly crystals, sugar sweetened, all flavours",100,G,7.1,90.7,0.0,90.7,0.0,391.2,Base Units,Medium,Very High,Very Low,"Medium, Very High, Very Low",70,54
SUGAR BASED DESSERT,"Meringue, all flavours, commercial",100,G,2.6,90.1,0.0,89.4,1.4,383.4,Base Units,Low,Very High,Low,"Low, Very High, Low",46,78
Sugar-based desserts,"Jelly, sugar sweetened, all flavours, prepared",100,G,1.0,13.2,0.0,13.2,0.0,56.8,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
"Sugar, white, icing mixture","Jam, berry",100,G,0.3,67.3,1.6,67.2,0.0,273.6,Base Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
"Sugar, white, icing mixture","Jam, stone fruit",100,G,0.2,64.4,0.9,64.3,0.0,260.2,Base Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
"Sugar, white, icing mixture","Jam, plum",100,G,0.2,64.4,0.9,64.3,0.0,260.2,Base Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
"Sugar, white, icing mixture","Marmalade, orange",100,G,0.1,65.5,0.8,65.4,0.0,264.0,Base Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
"Sugar, white, icing mixture","Spread, hazelnut & chocolate flavoured",100,G,6.8,57.8,3.7,57.2,30.3,538.5,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
"Sugar, white, icing mixture","Glucose, liquid or syrup",100,G,0.0,87.5,0.0,33.0,0.0,350.0,Base Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
"Sugar, white, icing mixture",Honey,100,G,0.3,72.3,0.0,72.3,0.0,290.4,Base Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
SUGARFREE,CINNAMON,1,TSP,0.1,2.09,0.0,3.3,0.03,6.0,Container Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUGARFREE,NATVIA STEVIA NATURAL SWEETNER,1,SERVE,0.0,0.0,0.0,3.3,0.0,0.0,Count Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUGARFREE,NATVIA SALTED CARAMEL TOPPING,20,G,0.0,0.8,0.0,3.3,0.1,5.0,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUGARFREE,"SUGAR FREE ENERGY DRINK - PEPSI MAX, COKE ZERO",375,ML,0.2,0.2,0.0,3.3,0.1,1.4,Base Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUGARFREE,SUGAR FREE CHOCOLATE FUDGE TOPPING,25,ML,0.4,0.95,0.0,3.3,0.55,11.0,Base Units,Very Low,Low,Low,"Very Low, Low, Low",6,118
SUGARFREE,SUGAR FREE MAPLE SYRUP,1,SERVE (35ML),0.0,3.0,0.0,3.3,0.0,20.0,Unknown,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,ACETYL - L CARNITINE,2,G,0.0,2.0,0.0,3.3,0.0,2.0,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,ADRENAL SWITCH,1,SCOOP (5G),1.1,0.0,0.0,3.3,0.0,9.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,ALPHA PRIME PROTEIN POWDER,1,SCOOP,25.0,5.0,0.0,3.3,2.0,138.0,Count Units,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,AMAZONIA RAW PROTEIN ISOLATE NATURAL,30,ML,24.7,0.2,0.0,3.3,2.7,124.0,Base Units,Very High,Very Low,Low,"Very High, Very Low, Low",101,23
SUPPLEMENT,AMP V,2,ML,0.0,0.0,0.0,3.3,1.74,15.4,Base Units,Very Low,Very Low,Low,"Very Low, Very Low, Low",1,123
SUPPLEMENT,ANABOLIX,1,SCOOP,0.0,0.0,0.0,3.3,0.0,0.0,Count Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,ANABOLIX MAMMOTH PRO GAINER,60,G,26.5,26.0,0.0,3.3,1.7,230.0,Base Units,Very High,High,Low,"Very High, High, Low",116,8
SUPPLEMENT,ANIMALPAK MULTI,1,SERVE (2 PACKS),5.0,5.0,0.0,3.3,0.0,40.0,Unknown,Medium,Low,Very Low,"Medium, Low, Very Low",55,69
SUPPLEMENT,APPLE CIDER VINEGAR W/ THE MOTHER,30,ML,0.0,0.28,0.0,3.3,0.0,6.0,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,ATHLETIC SPORT MTV FEMME,2,CAPSUALS,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,ATP COLLAGEN PROTEIN,2,SCOOP,30.02,1.38,0.0,3.3,0.24,126.0,Count Units,Very High,Low,Very Low,"Very High, Low, Very Low",105,19
SUPPLEMENT,BEYOND BCAA,1,SCOOP,0.0,1.0,0.0,0.0,0.0,5.0,Count Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,BIO CEUTICALS: GLUCO FACTORS,1,SCOOP,0.0,0.0,0.0,3.3,0.0,0.0,Count Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,BIOGLAN MAGNESIUM + ASHWAGANDHA,1,PILL,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,BIOGLAN SLEEP,1,PILL,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,BLACKMORES PROBIOTICS+ GUT HEALTH,1,PILL,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,BLESSED PROTEIN,30.9,G,23.0,9.0,0.0,3.3,3.7,140.0,Base Units,Very High,Medium,Low,"Very High, Medium, Low",111,13
SUPPLEMENT,BONDI & CO PROTEIN,1,SCOOP,22.7,8.1,0.0,3.3,1.5,141.0,Count Units,Very High,Medium,Low,"Very High, Medium, Low",111,13
SUPPLEMENT,BODY SCIENCE LOW CARB CHOCBERRY RIPPLE PROTEIN BAR,1,BAR,8.8,1.5,0.0,3.3,3.2,105.0,Count Units,High,Low,Low,"High, Low, Low",81,43
SUPPLEMENT,BULK NUTRIENTS PROTEIN,1,SCOOP,26.3,0.5,0.0,3.3,0.4,113.0,Count Units,Very High,Low,Very Low,"Very High, Low, Very Low",105,19
SUPPLEMENT,C4 OR OXYSHRED,1,SCOOP,0.0,0.0,1.0,0.0,0.0,5.0,Count Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,CARB POWDER,1,SCOOP,0.0,35.0,0.0,3.3,0.0,140.0,Count Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
SUPPLEMENT,CARUSO ASHWAGANDHA ,1,SERVE,0.0,0.0,0.0,3.3,0.0,0.0,Count Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,CARUSO MILK THISTLE,1,SERVE,0.0,0.0,0.0,3.3,0.0,0.0,Count Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,CBD OIL ,1000,MG,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,CENOVIS FOLIC ACID 500MG WOMANS HEALTH,500,MG,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,CHROMIUM,500,MCG,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,COFFEE - DOUBLE EXPRESSO,1,,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,CREATINE MONOHYDRATE,5,G (1 SCOOP),0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,CYBORG SPORTS CARB POWDER,1,SCOOP,30.0,0.9,0.0,3.3,0.3,129.0,Count Units,Very High,Low,Very Low,"Very High, Low, Very Low",105,19
SUPPLEMENT,DEXTROSE,1,SCOOP,0.0,46.0,0.0,0.0,0.0,183.0,Count Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
SUPPLEMENT,DISORDER - PRE WORKOUT,1,SCOOP,0.0,0.0,0.0,3.3,0.0,0.0,Count Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,DYMATIZE ISO 100 PROTEIN,1,SCOOP,25.0,1.0,0.0,0.0,0.0,106.0,Count Units,Very High,Low,Very Low,"Very High, Low, Very Low",105,19
SUPPLEMENT,ESSENTIAL AMINO ENERGY BY OPTIMUM NUTRITION,9,G,32.4,2.5,0.0,3.3,1.8,10.0,Base Units,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,EVOLVE PROTEIN POWDER,40,G (1 SCOOP),32.4,2.5,0.0,1.6,1.8,160.0,Unknown,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,EVOLVE VEGAN PROTEIN,40,G,25.0,3.0,0.0,3.3,3.5,150.0,Base Units,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,FAT BURNER,1,SCOOP,0.0,5.0,0.0,3.3,0.0,17.0,Count Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,GHOST WHEY PROTEIN - CINNAMON CEREAL MILK,0.75,OZ,11.0,2.0,0.0,3.3,7.0,110.0,Container Units,High,Low,High,"High, Low, High",83,41
SUPPLEMENT,GLUTAMINE,1,G,1.0,0.0,0.0,3.3,0.0,4.0,Base Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,GOLD STANDARD OPTIMUM NUTRITION PRE WORKOUT,20,G,0.0,4.0,0.0,3.3,0.0,20.0,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,GOLD STANDARD PRE-WORKOUT,10,G,0.0,2.0,0.0,3.3,0.0,10.0,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,GOLD STANDARD WHEY,1,SCOOP,24.0,4.0,0.0,3.3,2.0,130.0,Count Units,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,HYDROXY LEAN,1,SCOOP,0.0,0.0,0.0,3.3,0.0,0.0,Count Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,INC 100 DYNAMIC WHEY,36,G,25.3,3.2,0.0,3.3,3.2,146.0,Base Units,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,INTERNATIONAL PROTEIN WPI,1,SCOOP,35.3,1.4,0.1,0.5,0.3,152.0,Count Units,Very High,Low,Very Low,"Very High, Low, Very Low",105,19
SUPPLEMENT,INTRA BCAA,1,SCOOP,13.0,0.0,0.0,3.3,0.0,52.0,Count Units,High,Very Low,Very Low,"High, Very Low, Very Low",75,49
SUPPLEMENT,ISOPEPT PROTEIN POWDER,1,SCOOP,27.0,2.0,1.0,0.5,1.0,130.0,Count Units,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,KEYZ BY BLACK MAGIC (BCAA),14,G,0.0,0.0,0.0,3.3,0.0,0.0,Base Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,KIC WHEY PROTEIN,35,G,21.7,1.5,0.0,3.3,0.0,101.5,Base Units,Very High,Low,Very Low,"Very High, Low, Very Low",105,19
SUPPLEMENT,MACRO MIKE PUDDING,1,SERVE,22.7,4.4,0.0,3.3,3.4,140.0,Count Units,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,MACRO MIKE ORIGINAL PEANUT BUTTER PROTEIN,1,SCOOP,25.7,7.8,0.0,3.3,3.3,165.0,Count Units,Very High,Medium,Low,"Very High, Medium, Low",111,13
SUPPLEMENT,MACRO MIKE ALMOND PROTEIN,1,SCOOP,23.1,8.46,0.0,3.3,3.15,142.0,Count Units,Very High,Medium,Low,"Very High, Medium, Low",111,13
SUPPLEMENT,MAGENSIUM,1,,1.0,0.25,0.0,3.3,0.0,5.0,Unknown,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,MAGENSIUM,1,,1.0,0.25,0.0,3.3,0.0,5.0,Unknown,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,MTV HOMME,2,CAPSUALS,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,MUSASHI SALTED CARAMEL PROTEIN BAR,1,BAR,45.7,1.3,0.0,3.3,8.1,330.0,Count Units,Very High,Low,High,"Very High, Low, High",108,16
SUPPLEMENT,MUSASHI SHRED MATRIX,1,SCOOP,0.0,0.0,0.0,3.3,0.0,0.0,Count Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,Musashi 100% Whey Protein Vanilla Milkshake Flavour 900g,1,SCOOP,76.7,7.3,0.7,6.1,6.0,131.0,Count Units,Very High,Medium,Medium,"Very High, Medium, Medium",112,12
SUPPLEMENT,MUSCLE MILK,1,SCOOP,4.0,17.0,0.0,3.3,7.0,140.0,Count Units,Low,High,High,"Low, High, High",43,81
SUPPLEMENT,MYPROTEIN -WHEY ISOLATE,1.5,SCOOP,31.5,0.75,0.0,3.3,0.0,135.0,Count Units,Very High,Low,Very Low,"Very High, Low, Very Low",105,19
SUPPLEMENT,MUSCLE NATION CUSTARD CASEIN,1,SERVE,24.6,7.0,0.0,3.3,1.2,145.0,Count Units,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,MUSCLE NATION PROTEIN BAR CARAMEL TOFFEE,1,SERVE,14.3,5.7,0.0,3.3,5.7,211.0,Count Units,High,Low,Medium,"High, Low, Medium",82,42
SUPPLEMENT,MUSCLE NATION CUSTARD PLANT PROTEIN BAR CHOC PEANUT,1,SERVE,10.0,12.3,0.0,3.3,7.6,199.0,Count Units,High,Medium,High,"High, Medium, High",88,36
SUPPLEMENT,"GARLIC, VIT C, HORSE RADISH TRIPPLE STRENGTH",1,TABLET,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,NATURE OWN IRON PLUS,1,TABLET,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,NATURE OWN HIGH STRENGTH ECHINACEA,1,TABLET,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,NATURE OWN FISH OIL 1000MG ODOURLESS,1,SERVE,0.0,0.0,0.0,3.3,1.0,9.0,Count Units,Very Low,Very Low,Low,"Very Low, Very Low, Low",1,123
SUPPLEMENT,NON STIM PRE WORKOUT,1,SCOOP,0.0,1.0,0.0,3.3,0.0,4.0,Count Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,OPTIMUM NUTRITION GOLD STANDARD,1.5,SCOOP,36.0,4.5,0.0,3.3,1.5,180.0,Count Units,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,OXYSHRED,0.5,SCOOP,0.0,0.6,0.0,3.3,0.0,2.0,Count Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,OXYSHRED - NON STIM,1,SCOOP,0.0,1.0,0.0,3.3,0.0,4.0,Count Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,OXYSLEEP,1,SCOOP,0.0,2.0,0.0,3.3,0.0,10.0,Count Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,OXYWHEY,1,SCOOP,24.0,2.0,1.0,0.0,1.0,110.0,Count Units,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,PRE WORKOUT GAT PMP,8.5,G,0.0,2.0,0.0,3.3,0.0,10.0,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,PRE WORKOUT SUPPLEMENT,1,SCOOP,0.0,1.0,0.0,3.3,0.0,50.0,Count Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,PRIMABOLICS ISO RIPPED - HYDROLYSED,1,SCOOP,26.1,0.3,0.1,0.1,0.4,111.0,Count Units,Very High,Low,Very Low,"Very High, Low, Very Low",105,19
SUPPLEMENT,PRIMAL WHEY PROTEIN,2,SCOOP,62.4,12.4,0.0,3.3,2.6,298.0,Count Units,Very High,Medium,Low,"Very High, Medium, Low",111,13
SUPPLEMENT,PROTEIN POWDER,1,SCOOP,25.0,1.0,1.0,1.0,2.0,120.0,Count Units,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,PSI BY EHPLABS (VASODIALTOR),1,SCOOP,0.0,0.0,0.0,3.3,0.0,32.0,Count Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,PUMP FORUMLA,1,SCOOP,0.0,0.0,0.0,0.0,0.0,0.0,Count Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,RHYSE PRE WORKOUT,1,SCOOP,0.0,2.0,0.0,3.3,0.0,10.0,Count Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,RP MAX,0.5,SCOOP,0.0,0.0,0.0,3.3,0.0,5.0,Count Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,RULE 1 INTERNATIONAL WHEY,45,G (1 SCOOP),32.72,5.45,0.0,3.3,2.04,177.0,Unknown,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,RULE 1 PROTEIN,30,G (1 SCOOP),6.66,16.67,0.0,3.3,3.33,100.0,Unknown,Medium,High,Low,"Medium, High, Low",66,58
SUPPLEMENT,RULE 1 WHEY BLEND,1, SCOOP,24.0,3.0,1.0,2.0,1.5,130.0,Unknown,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,SERIOUS MASS BY OPTIMUM NUTRITION,334,G (2 SCOOPS),50.0,256.0,0.0,3.3,4.5,1250.0,Unknown,Very High,Very High,Medium,"Very High, Very High, Medium",122,2
SUPPLEMENT,SHORT BLACK CAFFEINE / PRE WORKOUT SUPPLEMENT,1,,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,SHORT BLACK CAFFEINE / PRE WORKOUT SUPPLEMENT,1,,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,SNICKERS PROTEIN,35,G,7.0,16.33,0.0,3.3,10.5,187.0,Base Units,Medium,High,High,"Medium, High, High",68,56
SUPPLEMENT,PINK ROCK SALT,1,G,0.0,0.0,0.0,0.0,0.0,0.0,Base Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,PINCH PINK ROCK SALT,0.25,TSP,0.0,0.0,0.0,3.3,0.0,0.0,Container Units,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,STIM PRE WORKOUT / COFFEE / ENERGY DRINK,1,,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,SUGAR FREE ENERGY DRINK,1,SERVE,0.0,4.0,0.0,3.3,0.0,13.6,Count Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
SUPPLEMENT,SYNTHA 6 PROTEIN POWDER BY BSN,1,SCOOP (32G),22.0,10.0,5.0,2.0,6.0,200.0,Unknown,Very High,Medium,Medium,"Very High, Medium, Medium",112,12
SUPPLEMENT,THERMO SWITCH,1,SCOOP (1 SERVE),1.6,0.1,0.0,3.3,0.0,6.5,Unknown,Low,Very Low,Very Low,"Low, Very Low, Very Low",25,99
SUPPLEMENT,THOMPSONS ULTRA B12 1000MCG,1,TABLET,0.0,0.0,0.0,3.3,0.0,0.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,TOTAL SCIENCE ISO SLIM PROTEIN,35,G,26.0,2.0,0.0,3.3,1.8,31.0,Base Units,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,TOTAL WAR PREWORKOUT,1,SCOOP,24.0,3.0,1.0,2.0,2.0,130.0,Count Units,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,ULTIMATE NUTRITION ISO - SENSATIONAL COOKIES & CREAM,1,SCOOP,30.0,1.0,0.0,1.0,0.0,130.0,Count Units,Very High,Low,Very Low,"Very High, Low, Very Low",105,19
SUPPLEMENT,VISION WHEY PROTEIN,30,G (1 SCOOP),23.0,1.4,0.0,3.3,1.5,113.0,Unknown,Very High,Low,Low,"Very High, Low, Low",106,18
SUPPLEMENT,VITAL PROTEIN,25,G,25.0,0.87,0.0,3.3,0.0,100.0,Base Units,Very High,Low,Very Low,"Very High, Low, Very Low",105,19
SUPPLEMENT,VITAL STRENGTH PRE WORKOUT,9,G (1 SCOOP),0.1,0.2,0.0,3.3,0.0,19.0,Unknown,Very Low,Very Low,Very Low,"Very Low, Very Low, Very Low",0,124
SUPPLEMENT,XO CRUNCH,60,G SERVE,12.0,43.65,0.0,3.3,1.2,227.0,Unknown,High,Very High,Low,"High, Very High, Low",96,28
